SCAN_NAME,ws62,stdev62,wd60
201101061650,8.99,0.58,202.63
201101061700,8.27,0.8,202.13
201101061710,7.99,1.03,203.53
201101061720,8.53,0.82,197.33
201101061730,8.01,1.06,202.43
201101061740,7.23,0.72,209.93
201101061750,7.15,0.92,212.93
201101061800,6.65,0.8,215.43
201101061810,6.44,0.78,210.73
201101061820,6.99,0.68,205.93
201101061830,6.92,0.71,211.43
201101061840,6.75,0.62,213.63
201101061850,7.43,0.54,204.43
201101061900,7.46,0.64,206.93
201101061910,6.55,0.53,211.53
201101061920,6,0.54,211.33
201101061930,6.12,0.64,212.03
201101061940,6.44,0.62,217.73
201101061950,5.95,0.65,216.63
201101062000,6.19,0.58,218.63
201101062010,5.52,0.52,223.23
201101062020,5.1,0.44,229.13
201101062030,5.37,0.45,226.83
201101062040,6.19,0.31,215.03
201101062050,5.62,0.44,218.53
201101062100,5.75,0.34,231.93
201101062110,5.39,0.41,234.03
201101062120,4.6,0.58,233.63
201101062130,5.14,0.6,234.03
201101062140,6.24,0.34,229.23
201101062150,5.59,0.67,233.63
201101062200,5.32,0.5,236.13
201101062210,5.19,0.58,231.63
201101062220,5.46,0.49,224.33
201101062230,4.94,0.63,227.53
201101062240,4.49,0.74,224.43
201101062250,4.88,0.43,226.53
201101062300,4.69,0.45,222.03
201101062310,4.32,0.59,224.13
201101062320,4.09,0.46,227.43
201101062330,4.04,0.4,219.53
201101062340,4.08,0.62,219.83
201101062350,3.31,0.43,220.53
201101070000,3.18,0.36,210.73
201101070010,2.97,0.34,213.63
201101070020,2.63,0.32,216.23
201101070030,2.09,0.43,231.13
201101070040,2.24,0.42,219.73
201101070050,2.17,0.41,207.43
201101070100,2.32,0.48,190.23
201101070110,2.54,0.31,204.73
201101070120,2.12,0.36,204.63
201101070130,1.82,0.34,216.93
201101070140,1.36,0.31,222.03
201101070150,1.16,0.28,213.03
201101070200,1.38,0.32,218.13
201101070210,1.14,0.3,188.33
201101070220,0.4,0.21,181.43
201101070230,0.55,0.35,181.33
201101070240,0.59,0.29,197.83
201101070250,0.5,0.23,232.33
201101070300,0.45,0.27,232.33
201101070310,0.68,0.25,232.43
201101070320,1.06,0.24,232.93
201101070330,1.37,0.29,235.73
201101070340,1.28,0.26,235.13
201101070350,2.13,0.27,258.43
201101070400,2.1,0.27,250.43
201101070410,2.09,0.33,246.13
201101070420,2.36,0.31,248.03
201101070430,2.17,0.33,245.63
201101070440,2.4,0.28,241.63
201101070450,2.65,0.22,241.43
201101070500,2.59,0.27,236.13
201101070510,2.61,0.32,220.83
201101070520,3.04,0.28,220.33
201101070530,2.7,0.26,226.23
201101070540,2.62,0.26,226.63
201101070550,2.45,0.24,213.03
201101070600,1.96,0.26,211.83
201101070610,2.33,0.32,227.33
201101070620,2.14,0.4,202.73
201101070630,2.22,0.32,197.13
201101070640,1.78,0.33,191.63
201101070650,2.02,0.44,199.43
201101070700,1.78,0.35,191.73
201101070710,1.18,0.35,162.03
201101070720,0.65,0.29,84.43
201101070730,0.87,0.43,126.23
201101070740,1.38,0.34,145.43
201101070750,0.96,0.62,131.13
201101070800,0.8,0.25,56.62
201101070810,0.96,0.51,10.21
201101070820,1.4,0.29,209.13
201101070830,1.26,0.45,216.83
201101070840,1.22,0.48,238.03
201101070850,2.26,0.43,267.33
201101070900,1.86,0.69,253.23
201101070910,1.85,0.62,276.93
201101070920,2.44,0.39,265.23
201101070930,2.23,0.52,282.23
201101070940,2.46,0.62,269.63
201101070950,2.4,0.5,262.43
201101071000,2.81,0.81,251.03
201101071010,3.03,0.76,265.93
201101071020,3.44,0.59,260.83
201101071030,3.31,0.53,252.13
201101071040,3.31,0.68,248.33
201101071050,3.96,0.74,274.63
201101071100,4.07,0.58,270.63
201101071110,4.94,0.71,268.03
201101071120,4.24,0.8,250.03
201101071130,4.3,0.85,254.53
201101071140,4.71,0.76,244.73
201101071150,4.29,0.74,241.43
201101071200,4.33,0.78,237.93
201101071210,5.24,0.96,242.43
201101071220,5.75,0.94,248.13
201101071230,5.92,0.72,247.33
201101071240,5.3,0.81,244.23
201101071250,5.29,0.69,241.03
201101071300,5.16,0.8,236.93
201101071310,6.07,0.75,234.53
201101071320,5.42,0.71,232.73
201101071330,5.95,1.02,231.53
201101071340,6.79,0.9,233.03
201101071350,6.1,0.84,231.53
201101071400,6.87,1.11,231.93
201101071410,7.2,0.77,235.93
201101071420,6.98,0.94,236.93
201101071430,7.2,0.68,231.83
201101071440,7.22,0.8,233.43
201101071450,7.12,0.77,232.03
201101071500,7.01,1.34,231.63
201101071510,7.17,0.93,233.93
201101071520,7.06,0.84,227.83
201101071530,7.33,0.77,223.33
201101071540,7.12,0.8,230.53
201101071550,7.12,0.9,223.83
201101071600,6.99,0.76,218.63
201101071610,7.17,0.83,224.43
201101071620,6.92,0.84,218.63
201101071630,6.45,0.66,224.83
201101071640,6.17,0.73,224.73
201101071650,6.32,0.76,224.43
201101071700,6.15,0.94,224.33
201101071710,6.12,0.8,232.73
201101071720,6.59,0.78,229.03
201101071730,6.68,0.66,222.73
201101071740,6.41,0.73,226.53
201101071750,6.4,0.71,226.83
201101071800,6.7,0.83,227.53
201101071810,6.91,0.63,224.23
201101071820,6.89,0.62,222.13
201101071830,6.58,0.69,219.03
201101071840,5.94,0.67,227.43
201101071850,6.1,0.83,224.43
201101071900,6.19,0.65,225.23
201101071910,6.33,0.56,217.93
201101071920,5.92,0.61,227.23
201101071930,5.57,0.62,225.53
201101071940,5.83,0.73,227.53
201101071950,6.29,0.64,224.43
201101072000,5.62,0.52,226.23
201101072010,5.58,0.6,225.43
201101072020,4.91,0.56,226.93
201101072030,4.63,0.59,231.43
201101072040,4.49,0.58,226.53
201101072050,4.56,0.42,228.63
201101072100,4.31,0.4,224.03
201101072110,3.38,0.45,219.93
201101072120,3.46,0.56,210.33
201101072130,3,0.62,217.43
201101072140,3.05,0.51,228.13
201101072150,2.29,0.39,227.63
201101072200,1.83,0.47,215.73
201101072210,1.93,0.42,236.53
201101072220,2.25,0.23,256.03
201101072230,2.05,0.24,262.03
201101072240,1.95,0.24,244.23
201101072250,1.84,0.27,249.93
201101072300,1.67,0.25,303.13
201101072310,1.45,0.41,321.73
201101072320,1.29,0.42,304.53
201101072330,1.88,0.31,277.33
201101072340,1.89,0.38,262.83
201101072350,1.47,0.43,292.33
201101080000,1.86,0.45,308.93
201101080010,1.56,0.51,314.33
201101080020,2.2,0.35,300.63
201101080030,2.19,0.48,334.93
201101080040,1.81,0.75,323.93
201101080050,1.35,0.5,328.33
201101080100,1.51,0.31,302.83
201101080110,1.72,0.29,262.83
201101080120,1.82,0.4,256.13
201101080130,1.65,0.26,243.73
201101080140,1.57,0.43,254.53
201101080150,1.9,0.39,270.63
201101080200,2.11,0.36,283.33
201101080210,1.77,0.34,281.13
201101080220,1.1,0.19,302.13
201101080230,1.28,0.21,303.53
201101080240,1.26,0.24,300.23
201101080250,1.39,0.2,288.33
201101080300,1.43,0.17,288.33
201101080310,1.41,0.2,288.33
201101080320,1.36,0.18,288.33
201101080330,1.65,0.16,294.83
201101080340,2.19,0.2,283.13
201101080350,2.16,0.15,269.63
201101080400,2.51,0.28,273.53
201101080410,2.82,0.18,275.43
201101080420,2.65,0.22,268.03
201101080430,2.59,0.28,273.93
201101080440,2.63,0.22,280.43
201101080450,2.09,0.23,281.03
201101080500,1.39,0.2,281.93
201101080510,1.68,0.21,278.73
201101080520,1.7,0.23,266.13
201101080530,2.31,0.32,258.03
201101080540,2.05,0.43,269.73
201101080550,1.55,0.26,267.63
201101080600,1.59,0.21,268.03
201101080610,1.15,0.3,268.33
201101080620,1.33,0.27,246.33
201101080630,1.03,0.3,225.83
201101080640,0.35,0.17,225.63
201101080650,0.24,0,225.63
201101080700,0.25,0.03,225.53
201101080710,1.18,0.6,270.93
201101080720,1.81,0.35,324.93
201101080730,3.04,0.42,334.43
201101080740,2.26,0.59,322.83
201101080750,3.13,0.46,319.83
201101080800,3.08,0.67,316.03
201101080810,3.17,0.59,305.63
201101080820,4.09,0.56,305.53
201101080830,4.13,0.58,322.63
201101080840,3.65,0.73,314.93
201101080850,4.31,0.54,308.13
201101080900,4.15,0.52,304.73
201101080910,3.65,0.58,289.23
201101080920,3.08,0.46,294.93
201101080930,3.7,0.61,282.43
201101080940,3.71,0.85,285.73
201101080950,4.12,0.62,273.73
201101081000,4.61,0.64,277.53
201101081010,4.32,0.87,270.23
201101081020,5.05,0.59,266.33
201101081030,4.87,0.75,273.73
201101081040,4.5,0.65,272.03
201101081050,5.05,0.79,268.03
201101081100,4.55,0.85,263.93
201101081110,4.89,0.84,255.93
201101081120,5.08,0.76,263.63
201101081130,4.59,0.77,269.43
201101081140,5.67,0.8,251.03
201101081150,6.34,0.79,252.13
201101081200,6.78,1.33,253.23
201101081210,7.17,1.06,251.23
201101081220,7.29,1.33,241.03
201101081230,6.54,1.02,236.83
201101081240,6.31,0.85,253.73
201101081250,6.49,1.01,249.53
201101081300,7.06,0.94,252.53
201101081310,6.87,1.01,254.13
201101081320,7.65,1,247.13
201101081330,7.54,1.13,244.13
201101081340,7.56,0.9,246.13
201101081350,7.97,1,239.13
201101081400,8,1.1,243.63
201101081410,7.96,0.92,248.43
201101081420,7.14,0.95,245.23
201101081430,7.2,0.82,250.43
201101081440,6.88,0.9,243.33
201101081450,7.08,0.75,238.33
201101081500,7.05,0.72,245.13
201101081510,7.12,0.78,230.93
201101081520,6.71,0.89,242.83
201101081530,7.08,0.88,234.73
201101081540,6.97,0.74,242.33
201101081550,6.69,0.74,239.53
201101081600,6.99,0.75,242.13
201101081610,6.67,0.84,238.83
201101081620,6,0.79,231.33
201101081630,6.22,1.12,230.33
201101081640,6.92,0.72,230.23
201101081650,6.63,0.73,230.53
201101081700,5.89,0.85,222.23
201101081710,6.23,0.74,217.13
201101081720,5.88,0.68,221.23
201101081730,5.56,0.63,224.33
201101081740,5.27,0.77,240.13
201101081750,5.06,0.98,226.33
201101081800,5.2,0.79,222.53
201101081810,4.3,0.78,226.23
201101081820,4.32,0.66,228.23
201101081830,4.46,0.48,223.03
201101081840,3.87,0.69,221.53
201101081850,4.15,0.45,224.83
201101081900,3.65,0.47,234.03
201101081910,3.27,0.42,236.93
201101081920,2.87,0.37,229.73
201101081930,2.84,0.49,235.43
201101081940,2.21,0.52,230.23
201101081950,2.26,0.61,247.53
201101082000,2.17,0.47,268.43
201101082010,1.78,0.5,233.93
201101082020,1.8,0.31,255.83
201101082030,1.96,0.3,292.73
201101082040,2.06,0.34,260.33
201101082050,1.45,0.37,226.53
201101082100,1.85,0.4,220.83
201101082110,2.2,0.43,246.23
201101082120,1.77,0.38,232.63
201101082130,1.73,0.28,247.33
201101082140,2.34,0.49,248.63
201101082150,2.14,0.42,244.63
201101082200,2.05,0.42,273.23
201101082210,2.42,0.46,276.93
201101082220,2.17,0.21,275.53
201101082230,2.19,0.25,260.73
201101082240,2.43,0.2,257.53
201101082250,2.15,0.19,260.63
201101082300,2.63,0.3,262.03
201101082310,2.59,0.19,252.83
201101082320,2.62,0.24,245.43
201101082330,2.6,0.21,233.33
201101082340,2.71,0.17,229.93
201101082350,2.47,0.18,229.93
201101090000,2.5,0.19,229.33
201101090010,2.3,0.18,226.13
201101090020,2.03,0.18,226.43
201101090030,1.77,0.15,225.93
201101090040,1.56,0.17,226.03
201101090050,1.97,0.16,226.03
201101090100,2.23,0.15,223.33
201101090110,2.56,0.17,221.73
201101090120,2.9,0.16,225.93
201101090130,3.22,0.18,225.53
201101090140,3.4,0.19,223.03
201101090150,3.19,0.16,218.63
201101090200,2.93,0.17,218.53
201101090210,2.95,0.19,216.63
201101090220,3.2,0.17,213.23
201101090230,3.36,0.11,208.03
201101090240,3.26,0.16,206.03
201101090250,3.08,0.16,202.73
201101090300,2.7,0.36,198.13
201101090310,1.62,0.29,190.53
201101090320,1.51,0.21,187.13
201101090330,1.49,0.25,206.83
201101090340,0.88,0.51,206.43
201101090350,1.14,0.34,191.33
201101090400,0.71,0.38,197.03
201101090410,0.75,0.19,197.13
201101090420,0.67,0.35,249.33
201101090430,0.42,0.28,260.93
201101090440,0.28,0.11,260.83
201101090450,0.54,0.26,260.83
201101090500,0.29,0.11,260.83
201101090510,0.66,0.33,260.83
201101090520,1.14,0.23,260.83
201101090530,0.97,0.21,260.83
201101090540,1.09,0.38,286.23
201101090550,1.47,0.23,335.23
201101090600,1.34,0.23,321.03
201101090610,1.26,0.18,308.93
201101090620,1.26,0.25,283.63
201101090630,1.76,0.27,271.53
201101090640,1.54,0.32,268.83
201101090650,2.32,0.27,234.83
201101090700,2.61,0.42,229.23
201101090710,1.92,0.28,233.93
201101090720,1.5,0.29,224.03
201101090730,1.98,0.38,225.73
201101090740,1.46,0.39,220.63
201101090750,1.56,0.43,244.33
201101090800,1.98,0.49,234.13
201101090810,1.98,0.44,228.43
201101090820,2.48,0.49,228.63
201101090830,2.29,0.64,250.23
201101090840,2.08,0.48,226.73
201101090850,2.59,0.39,220.73
201101090900,2.02,0.37,217.93
201101090910,2.31,0.33,213.33
201101090920,2.18,0.37,204.03
201101090930,2.21,0.79,216.23
201101090940,2.73,0.37,243.73
201101090950,2.83,0.38,249.23
201101091000,2.28,0.49,265.53
201101091010,1.53,0.48,272.03
201101091020,2.15,0.49,263.23
201101091030,1.77,0.75,277.83
201101091040,2.18,0.55,258.03
201101091050,2.21,0.35,259.83
201101091100,2.53,0.51,264.63
201101091110,3,0.46,273.83
201101091120,2.84,0.93,271.83
201101091130,2.72,1.07,291.63
201101091140,3.3,0.78,267.83
201101091150,3.56,1.08,262.63
201101091200,2.83,1.2,270.13
201101091210,2.69,0.81,228.93
201101091220,3.3,0.63,236.83
201101091230,4.36,0.93,278.93
201101091240,3.77,0.98,274.63
201101091250,4.66,0.91,262.83
201101091300,4.88,1.36,251.33
201101091310,4.16,1.14,255.33
201101091320,5.97,0.71,243.23
201101091330,4.35,1.36,251.93
201101091340,4.85,1.08,236.83
201101091350,4.96,1.11,236.33
201101091400,5.51,1.15,238.53
201101091410,5.1,1.16,249.03
201101091420,5.36,0.84,243.53
201101091430,5.45,1.08,246.83
201101091440,5.54,1.05,234.53
201101091450,6.13,0.94,243.33
201101091500,6.17,0.97,236.23
201101091510,5.92,1.12,240.53
201101091520,6.09,1.16,239.63
201101091530,6.22,1.03,232.43
201101091540,6.37,0.76,228.13
201101091550,5.79,0.91,212.03
201101091600,5.39,0.78,221.83
201101091610,5.51,1.01,211.73
201101091620,5.83,0.89,213.63
201101091630,6.47,0.85,214.53
201101091640,6.42,0.81,217.03
201101091650,6.43,0.78,215.23
201101091700,6.49,0.86,218.33
201101091710,6.27,0.92,215.63
201101091720,6.86,0.97,218.53
201101091730,6.57,1.05,217.33
201101091740,6.74,1.01,217.23
201101091750,7.13,0.84,217.23
201101091800,7.1,0.8,217.13
201101091810,7.49,0.93,211.23
201101091820,7.09,0.93,201.73
201101091830,6.98,0.87,207.33
201101091840,6.55,0.94,197.13
201101091850,7.02,0.78,201.93
201101091900,6.85,0.86,192.63
201101091910,7.28,0.49,195.63
201101091920,7.04,0.82,187.43
201101091930,7.52,0.74,184.73
201101091940,7.74,0.71,183.73
201101091950,7.58,0.74,178.33
201101092000,8,0.54,177.03
201101092010,7.5,0.65,176.53
201101092020,7.79,0.8,177.33
201101092030,7.87,0.7,184.03
201101092040,7.76,0.85,182.33
201101092050,7.95,0.75,184.83
201101092100,8.19,0.72,181.53
201101092110,7.58,0.88,177.63
201101092120,7.84,0.64,176.33
201101092130,7.03,0.7,171.83
201101092140,8.07,0.76,172.53
201101092150,8.27,0.74,165.73
201101092200,8.61,0.64,163.73
201101092210,7.25,0.89,165.13
201101092220,6.8,0.72,160.93
201101092230,6.49,0.81,168.73
201101092240,6.8,0.72,179.53
201101092250,6.5,0.41,177.33
201101092300,6.41,0.66,172.63
201101092310,7.19,0.85,167.43
201101092320,6.97,0.96,159.23
201101092330,6.99,0.73,161.23
201101092340,5.95,0.61,166.43
201101092350,5.52,0.63,170.33
201101100000,5.86,0.68,167.93
201101100010,6.48,0.53,169.03
201101100020,6.23,0.62,170.93
201101100030,6.54,0.61,177.33
201101100040,6.31,0.5,185.63
201101100050,6.16,0.49,191.43
201101100100,7.24,0.53,192.53
201101100110,7.72,0.61,183.43
201101100120,8.31,0.56,178.43
201101100130,8.1,0.78,174.73
201101100140,7.92,0.66,172.43
201101100150,8.95,0.81,171.03
201101100200,9.18,0.93,173.83
201101100210,8.12,0.79,172.33
201101100220,8.01,0.77,167.53
201101100230,8.49,0.78,168.93
201101100240,8.58,0.87,167.63
201101100250,7.77,0.82,169.33
201101100300,7.85,0.71,169.73
201101100310,8.16,1.11,165.23
201101100320,8.6,0.7,166.83
201101100330,7.75,0.75,169.83
201101100340,7.5,0.8,166.83
201101100350,6.87,0.94,166.33
201101100400,8.9,0.78,164.13
201101100410,8.83,0.77,168.83
201101100420,8.45,0.72,167.43
201101100430,8.23,0.89,164.13
201101100440,8.08,0.78,161.23
201101100450,7.67,0.74,161.63
201101100500,7.34,0.68,161.63
201101100510,7.83,0.73,169.23
201101100520,8.48,0.56,173.83
201101100530,8.1,0.56,170.83
201101100540,7.18,0.71,168.03
201101100550,6.87,0.77,166.03
201101100600,7.24,0.53,162.63
201101100610,7.02,0.48,162.13
201101100620,7.67,0.78,161.03
201101100630,7.93,0.47,153.13
201101100640,7.14,0.76,156.23
201101100650,7.02,0.64,160.03
201101100700,6.79,0.41,157.03
201101100710,5.84,0.53,151.53
201101100720,5.51,0.55,165.13
201101100730,5.2,0.44,168.23
201101100740,5.06,0.48,169.63
201101100750,5.37,0.54,171.63
201101100800,5.59,0.61,168.63
201101100810,5.15,0.58,162.23
201101100820,4.66,0.86,159.33
201101100830,6.33,0.68,154.73
201101100840,6.51,0.61,150.53
201101100850,6.16,0.78,155.13
201101100900,5.68,0.89,158.53
201101100910,6.56,0.69,171.43
201101100920,7.19,0.76,167.93
201101100930,5.61,0.81,171.63
201101100940,5.76,0.74,166.33
201101100950,5.39,0.97,172.43
201101101000,6.17,1.16,182.73
201101101010,5.26,0.88,177.03
201101101020,6.42,1.05,191.13
201101101030,6.13,1.11,183.63
201101101040,7.22,0.74,177.83
201101101050,6.95,1.21,185.43
201101101100,7.94,1.26,186.83
201101101110,8.6,0.98,185.03
201101101120,8.88,0.81,183.03
201101101130,8.91,1.05,183.63
201101101140,9.35,1.27,177.83
201101101150,9.58,1.25,181.03
201101101200,10.11,1.14,180.53
201101101210,11.07,1.11,186.33
201101101220,11.21,1.2,184.23
201101101230,11.76,1.15,185.73
201101101240,11.61,1.1,183.93
201101101250,11.65,1.14,180.73
201101101300,11.66,0.84,182.23
201101101310,11.79,0.87,180.73
201101101320,11.89,1.31,181.83
201101101330,12.69,1.02,184.73
201101101340,13.44,1.14,184.43
201101101350,13.73,1.07,184.93
201101101400,13.87,1.49,183.63
201101101410,13.89,1.23,182.13
201101101420,14.1,0.97,184.53
201101101430,14.56,0.99,182.43
201101101440,14.67,1.15,182.73
201101101450,14.58,1.13,180.73
201101101500,15.16,1.15,183.23
201101101510,14.71,1.23,182.23
201101101520,14.46,1.31,177.33
201101101530,15.29,1.13,178.13
201101101540,15.31,1.2,176.53
201101101550,15.42,1.13,178.33
201101101600,15.74,1.33,173.73
201101101610,15.97,0.76,175.53
201101101620,15.71,1.39,176.93
201101101630,16.62,0.92,172.43
201101101640,16.17,1.01,175.23
201101101650,16.69,0.85,174.03
201101101700,16.35,1.34,174.43
201101101710,17.06,1.5,171.83
201101101720,15.51,1.78,175.43
201101101730,17.27,1.71,173.53
201101101740,18.14,0.71,176.33
201101101750,18.73,0.82,175.23
201101101800,17.57,1.39,170.93
201101101810,17.37,1.97,169.93
201101101820,17.85,1.65,172.43
201101101830,18.72,1.28,172.33
201101101840,17.92,1.88,172.73
201101101850,18.01,1.32,172.93
201101101900,16.95,1.84,172.53
201101101910,17.29,2.3,173.03
201101101920,17.72,2.03,172.03
201101101930,17.73,2.38,171.83
201101101940,17.73,1.77,172.93
201101101950,17.58,1.19,174.43
201101102000,16.64,1.41,173.33
201101102010,14.89,1.3,171.53
201101102020,14.41,1.42,169.73
201101102030,14.51,1.69,168.23
201101102040,14.88,1.55,168.83
201101102050,13.63,1.24,166.03
201101102100,13.02,1.24,163.83
201101102110,14.55,1.48,163.43
201101102120,15,1.47,164.13
201101102130,14.1,1.37,163.33
201101102140,13.25,1.34,162.03
201101102150,13.31,1.32,162.63
201101102200,12.72,1.33,162.13
201101102210,12.27,1.28,159.83
201101102220,12,1.09,160.93
201101102230,12.15,1.25,161.03
201101102240,11.53,1.02,160.83
201101102250,12.02,1.1,161.03
201101102300,12.15,1,163.53
201101102310,13.02,1.18,164.33
201101102320,12.92,1.23,163.63
201101102330,12.09,1.05,164.23
201101102340,11.5,1,162.53
201101102350,11.67,0.85,162.53
201101110000,12.02,0.68,163.63
201101110010,11.4,0.76,164.03
201101110020,10.82,0.82,163.33
201101110030,10.76,0.74,162.03
201101110040,9.74,0.72,161.23
201101110050,8.93,0.78,159.43
201101110100,8.74,0.69,158.43
201101110110,8.45,0.81,157.23
201101110120,8.03,0.81,155.83
201101110130,7.97,0.67,155.53
201101110140,8.15,0.54,156.53
201101110150,8.17,0.7,159.13
201101110200,8.61,0.66,161.33
201101110210,9.35,0.53,160.33
201101110220,9.72,0.58,162.73
201101110230,9.76,0.59,164.43
201101110240,9.93,0.66,166.53
201101110250,9.85,0.61,166.63
201101110300,10.02,0.71,167.13
201101110310,9.49,0.48,166.33
201101110320,9.53,0.44,167.73
201101110330,10.58,0.49,170.53
201101110340,10.49,0.54,169.13
201101110350,10.28,0.68,169.23
201101110400,9.89,0.69,166.63
201101110410,9.83,0.66,164.83
201101110420,9.91,0.63,164.93
201101110430,9.95,0.53,164.83
201101110440,9.33,0.62,162.13
201101110450,8.69,0.49,160.73
201101110500,8.57,0.37,161.53
201101110510,8.63,0.44,160.33
201101110520,8.83,0.48,160.33
201101110530,10.06,0.39,161.73
201101110540,10.09,0.37,160.63
201101110550,7.32,1.65,157.23
201101110600,6.47,1.15,155.23
201101110610,7.97,0.24,156.23
201101110620,7.87,0.27,155.23
201101110630,7.56,0.38,156.13
201101110640,6.11,0.53,154.43
201101110650,5.97,0.24,157.03
201101110700,6.47,0.31,156.93
201101110710,5.69,0.4,161.53
201101110720,5.15,0.58,160.23
201101110730,5.15,0.72,155.73
201101110740,4.94,0.63,151.73
201101110750,5.12,0.58,145.13
201101110800,5.01,0.65,140.83
201101110810,5.09,0.55,142.33
201101110820,5.23,0.69,147.23
201101110830,4.43,0.63,141.83
201101110840,4.41,0.68,154.23
201101110850,4.81,0.52,162.33
201101110900,4.71,0.64,161.13
201101110910,4.91,0.64,163.53
201101110920,4.47,0.62,157.83
201101110930,5.57,0.93,165.73
201101110940,5.62,0.79,164.23
201101110950,5.44,0.69,159.53
201101111000,4.99,0.73,181.03
201101111010,5.43,0.94,184.43
201101111020,6.39,0.78,182.03
201101111030,6.82,0.75,185.63
201101111040,6.64,0.93,183.23
201101111050,6.51,1.06,183.53
201101111100,7.32,0.96,183.73
201101111110,8.2,1.16,183.03
201101111120,9.3,1.25,191.83
201101111130,9.23,1.13,187.43
201101111140,8.86,1.11,182.93
